campaign_id,channel_social_media,channel_tv,channel_radio,channel_print,channel_email,channel_community,age_group,income_bracket,education,geographic_region,vaccination_completed,health_screening,behavior_change,cost_per_contact,campaign_year,conversion
2461,1,1,0,0,0,0,55-64,25-50k,Bachelors,Northeast,0,0,0,3.5919526727579094,2023,0
2462,1,1,0,0,0,0,45-54,>100k,Some College,West,0,0,0,4.9610662599412905,2023,1
2463,1,1,1,0,0,0,55-64,<25k,Graduate,South,1,0,0,13.858966600397597,2023,0
2464,1,0,0,1,0,0,65+,75-100k,Some College,Northeast,0,1,0,11.020754126626294,2024,0
2465,1,0,1,0,0,1,35-44,25-50k,Some College,West,0,0,0,8.868114086785774,2023,1
2466,0,0,0,0,0,0,18-24,75-100k,Graduate,Northeast,0,0,0,10.038761291430504,2024,0
2467,0,1,0,0,1,0,18-24,>100k,Some College,South,0,0,0,4.638065854927623,2024,0
2468,0,0,0,1,1,0,45-54,>100k,High School,Northeast,1,0,0,9.081153499822742,2023,0
2469,0,1,0,0,1,1,25-34,<25k,High School,South,0,0,1,4.119962155632764,2024,1
2470,0,0,0,1,0,1,35-44,25-50k,High School,South,0,0,0,4.86563678860085,2023,1
2471,0,0,0,0,1,1,65+,75-100k,Bachelors,South,0,0,0,4.239526066346736,2023,0
2472,1,1,0,1,0,0,18-24,75-100k,High School,West,0,1,0,5.160025328085952,2023,0
2473,1,1,0,0,1,0,45-54,25-50k,Graduate,Northeast,0,0,0,4.808855419459773,2024,1
2474,1,0,1,0,0,0,35-44,75-100k,High School,Midwest,1,0,0,8.584175346300517,2023,0
2475,0,0,1,0,0,1,25-34,25-50k,Some College,Northeast,0,1,0,13.351244246989038,2024,0
2476,1,0,0,1,1,1,65+,25-50k,Bachelors,Midwest,0,0,1,10.449357310132537,2023,1
2477,0,0,0,0,0,0,35-44,50-75k,Graduate,Midwest,0,0,0,7.08828990213767,2023,0
2478,1,1,0,1,0,1,35-44,25-50k,Bachelors,Northeast,0,0,0,4.350764891686052,2023,1
2479,0,1,0,0,1,0,55-64,<25k,Some College,Midwest,0,0,0,2.988722561444235,2024,0
2480,1,0,1,0,1,1,18-24,25-50k,Bachelors,Northeast,1,0,0,3.049516822678492,2023,1
2481,0,1,0,0,1,0,18-24,25-50k,High School,Northeast,0,0,0,10.150678739771873,2023,0
2482,1,0,1,1,0,1,35-44,50-75k,Bachelors,West,0,0,0,2.984801870598048,2024,1
2483,1,0,0,0,0,0,65+,<25k,High School,Northeast,0,0,0,3.5974097548590716,2024,0
2484,0,0,0,0,0,1,35-44,>100k,Graduate,Northeast,0,0,0,8.789986533934936,2024,1
2485,0,0,1,0,0,1,55-64,25-50k,Some College,West,1,0,0,10.228602296128887,2023,0
2486,1,1,0,1,0,0,55-64,75-100k,High School,Midwest,0,0,0,5.0186319042568295,2023,0
2487,0,0,0,0,0,1,25-34,25-50k,Graduate,Midwest,0,0,0,3.7932140159753347,2023,0
2488,1,0,0,1,1,0,45-54,<25k,Some College,West,0,0,0,6.048065273464052,2023,1
2489,1,0,1,0,1,0,35-44,50-75k,High School,Midwest,1,0,0,3.016078654909574,2024,1
2490,0,1,0,0,1,0,65+,>100k,Graduate,South,0,0,1,14.368030263199229,2024,0
2491,0,1,0,0,0,0,65+,<25k,Bachelors,South,0,1,0,6.1186704044876725,2024,0
2492,0,1,1,0,0,1,18-24,25-50k,High School,West,1,0,0,13.852404646788287,2023,0
2493,1,0,0,0,0,0,65+,<25k,High School,Northeast,0,0,0,4.032605218689882,2023,0
2494,0,0,0,0,0,0,55-64,>100k,Bachelors,Northeast,1,0,0,9.023134280791368,2024,0
2495,0,0,1,0,1,0,65+,50-75k,Bachelors,South,0,0,0,13.573453970463074,2024,0
2496,0,0,1,0,1,0,55-64,<25k,Some College,Midwest,0,0,0,13.376898124849625,2023,0
2497,1,0,1,0,0,0,18-24,<25k,Graduate,Midwest,0,0,0,13.49588794554858,2024,0
2498,1,0,1,0,0,1,35-44,75-100k,Some College,Northeast,0,0,0,4.796821460476414,2023,0
2499,1,0,1,0,0,0,25-34,>100k,High School,South,0,0,0,6.200711963029271,2024,0
2500,0,1,0,0,1,0,25-34,<25k,High School,West,0,0,0,7.439185548433313,2023,1
2501,1,0,0,1,0,1,65+,25-50k,High School,West,1,0,0,8.147288746900717,2023,0
2502,1,1,0,0,0,0,45-54,75-100k,Bachelors,Northeast,0,0,0,5.130701208599796,2023,1
2503,1,0,1,0,1,0,25-34,75-100k,Graduate,Northeast,0,0,0,3.355882827469798,2024,0
2504,1,0,1,0,0,0,25-34,75-100k,Bachelors,Midwest,0,0,0,3.0147677715945735,2024,0
2505,0,0,0,0,1,0,45-54,50-75k,Graduate,Midwest,0,0,0,10.346608414219311,2024,0
2506,0,1,1,0,0,0,65+,75-100k,High School,West,0,0,1,3.6219430669069883,2024,0
2507,1,0,0,0,1,0,55-64,<25k,Some College,South,0,0,0,11.771841622455897,2023,0
2508,0,0,0,1,0,0,45-54,50-75k,Bachelors,South,0,0,0,6.385241860632744,2024,0
2509,1,0,1,0,1,0,18-24,<25k,High School,South,0,0,0,6.1201191874432785,2023,0
2510,1,0,0,0,1,0,45-54,50-75k,Bachelors,Midwest,0,1,0,6.1304441667008245,2023,0
2511,0,0,1,1,1,0,18-24,25-50k,High School,West,0,0,0,6.3902961983861655,2024,1
2512,1,0,1,0,0,1,35-44,>100k,Some College,Northeast,0,1,0,14.211505683736908,2023,0
2513,0,0,1,0,1,0,35-44,25-50k,High School,Midwest,0,0,0,5.455051536632512,2023,0
2514,0,0,0,0,1,0,25-34,<25k,High School,South,0,1,0,4.319777078410155,2023,0
2515,1,0,1,1,0,1,45-54,50-75k,Graduate,West,0,0,1,6.191927667613284,2024,0
2516,1,0,1,0,0,0,35-44,25-50k,High School,West,1,0,0,13.769385468183145,2024,0
2517,0,0,1,1,0,1,18-24,75-100k,High School,Midwest,0,0,0,12.700317812295044,2024,0
2518,0,0,0,0,0,0,65+,>100k,High School,South,0,0,1,14.269647605348664,2024,0
2519,1,1,0,0,0,0,45-54,50-75k,Some College,Northeast,0,0,0,7.281999761738542,2023,0
2520,1,0,1,0,1,1,18-24,50-75k,High School,Northeast,0,0,0,9.515279457449246,2023,1
2521,1,0,1,0,0,0,18-24,>100k,Bachelors,West,0,0,0,12.569876418556198,2023,0
2522,0,0,1,0,1,0,35-44,<25k,Some College,Northeast,0,0,0,13.157467367312936,2024,1
2523,0,0,0,0,1,0,25-34,>100k,High School,Northeast,0,0,0,4.118223856195029,2023,1
2524,0,1,0,0,1,0,45-54,25-50k,Graduate,Midwest,0,0,1,13.16138459124127,2024,0
2525,1,1,1,0,0,1,55-64,25-50k,Graduate,Midwest,0,0,0,13.179422626514672,2023,0
2526,0,1,0,0,0,0,45-54,75-100k,Graduate,South,0,0,0,6.397835912195495,2023,0
2527,0,0,0,1,1,0,55-64,>100k,Some College,Midwest,0,0,0,9.072303037907455,2024,0
2528,1,1,0,1,0,0,35-44,>100k,Bachelors,South,0,1,0,8.664815778393692,2024,0
2529,0,0,0,0,0,1,65+,<25k,Bachelors,South,0,1,0,8.818661183176285,2024,0
2530,1,0,0,0,1,0,35-44,50-75k,Some College,West,0,0,1,11.345400038132688,2024,0
2531,1,1,0,1,0,1,45-54,<25k,Graduate,West,0,1,1,11.2579679431485,2023,0
2532,1,0,0,0,1,0,25-34,>100k,Bachelors,South,1,0,1,11.904055184210552,2024,0
2533,0,0,1,0,0,0,18-24,<25k,Some College,West,0,0,0,6.113191698601338,2023,0
2534,0,1,0,0,0,0,35-44,25-50k,High School,Northeast,0,1,1,11.940446158502755,2024,0
2535,1,0,0,0,1,0,45-54,50-75k,Bachelors,South,0,0,1,13.22934455150659,2023,1
2536,1,0,1,0,0,0,18-24,25-50k,Some College,West,0,0,0,5.615616155736296,2024,1
2537,1,0,0,0,0,0,25-34,>100k,High School,Northeast,0,1,1,4.259515397746599,2023,0
2538,0,0,0,0,1,0,55-64,25-50k,Some College,West,1,0,0,8.986734836728816,2024,1
2539,1,1,0,1,0,1,45-54,>100k,Some College,Northeast,0,1,1,5.707242495658254,2024,0
2540,1,1,0,0,1,0,45-54,>100k,Graduate,West,0,0,0,4.12306613529233,2024,0
2541,1,0,0,1,0,0,65+,>100k,High School,South,0,0,1,6.102909124747926,2023,0
2542,1,0,1,0,0,0,65+,50-75k,Bachelors,South,1,1,0,6.580658852105752,2024,0
2543,1,1,1,0,1,0,55-64,>100k,High School,Northeast,0,0,0,2.703328811886422,2023,0
2544,1,0,1,1,0,1,65+,75-100k,High School,Northeast,0,0,1,14.65647008388495,2023,0
2545,0,0,0,0,1,0,35-44,25-50k,Graduate,West,0,0,0,5.1348825476542075,2024,0
2546,0,1,0,0,1,1,65+,50-75k,Bachelors,Northeast,0,1,1,4.0936293142907525,2024,1
2547,0,0,0,1,1,0,45-54,<25k,High School,Northeast,0,0,0,8.139327753070496,2023,0
2548,0,1,0,1,0,0,35-44,75-100k,Some College,South,0,0,0,8.589443354483967,2024,0
2549,0,1,1,0,0,1,25-34,<25k,Graduate,West,1,0,0,2.799296312184541,2024,0
2550,0,0,0,0,0,1,45-54,>100k,Some College,Northeast,1,0,0,3.5942004421216818,2024,0
2551,0,0,0,0,0,0,25-34,<25k,High School,Midwest,1,0,0,5.496529511592373,2024,0
2552,0,0,0,1,0,0,35-44,50-75k,High School,Northeast,0,0,1,13.125375056356733,2023,0
2553,1,1,0,0,0,0,55-64,50-75k,High School,West,0,0,1,10.218287762165486,2024,0
2554,1,0,0,0,0,0,18-24,>100k,Bachelors,West,0,0,0,13.37521000207327,2023,0
2555,0,0,0,0,0,0,25-34,>100k,Graduate,Northeast,0,0,1,11.354236855215243,2024,0
2556,1,1,0,0,0,0,18-24,75-100k,Some College,Midwest,0,1,1,4.78734606223336,2024,0
2557,0,0,1,1,1,0,65+,<25k,Graduate,Northeast,1,1,1,13.644506523227914,2023,0
2558,0,1,0,0,0,0,45-54,50-75k,Graduate,South,0,0,0,14.847025246438934,2023,0
2559,0,0,1,1,1,0,55-64,>100k,High School,Northeast,0,1,0,3.1966702397269917,2023,0
2560,0,0,0,0,1,0,18-24,<25k,High School,Midwest,0,0,0,4.8537588804510445,2023,0
2561,1,0,0,0,0,0,65+,>100k,High School,West,0,0,1,12.294254423682114,2023,0
2562,1,0,0,0,0,1,45-54,<25k,Some College,Northeast,0,0,0,12.884903847224594,2023,0
2563,0,1,0,0,1,1,55-64,>100k,Some College,West,0,0,1,8.321344675923118,2024,0
2564,0,1,0,0,0,0,55-64,50-75k,High School,Midwest,0,0,0,10.238220831739078,2023,0
2565,0,0,0,0,1,1,25-34,<25k,Some College,Northeast,0,0,0,12.592211300948806,2023,0
2566,0,0,0,1,0,0,45-54,25-50k,Graduate,South,0,0,0,7.105634542832133,2024,0
2567,0,0,0,0,1,0,55-64,75-100k,Some College,West,0,0,0,9.763458501791984,2024,0
2568,0,0,1,0,1,0,45-54,>100k,Some College,South,0,0,1,11.769248186526772,2023,1
2569,1,1,1,1,1,0,65+,25-50k,High School,West,0,0,0,3.3168652003378822,2024,0
2570,1,0,0,0,1,0,18-24,>100k,Some College,Northeast,0,0,0,12.698285957219195,2023,0
2571,0,0,1,0,0,0,55-64,25-50k,High School,Midwest,0,1,0,7.100499653087442,2024,0
2572,1,0,0,1,0,0,55-64,50-75k,Graduate,West,1,0,0,10.79606169679581,2023,1
2573,0,1,0,0,1,0,65+,75-100k,Some College,West,0,0,0,2.674533773892491,2023,1
2574,0,0,1,0,0,1,18-24,75-100k,Bachelors,Northeast,0,0,0,11.421303793574173,2024,0
2575,0,0,0,0,1,1,45-54,50-75k,Graduate,South,1,0,0,2.764779140291174,2024,0
2576,1,0,1,0,1,0,45-54,<25k,Graduate,Midwest,0,0,0,8.846057879627516,2024,1
2577,1,0,0,0,0,0,55-64,>100k,Graduate,West,0,0,1,14.54698015155457,2023,0
2578,1,1,0,1,0,0,55-64,>100k,High School,Midwest,0,0,0,5.053712940730261,2023,1
2579,0,0,1,0,1,0,55-64,>100k,Graduate,West,0,1,0,12.474426120413135,2023,0
2580,1,0,0,0,0,0,65+,50-75k,High School,South,0,1,0,13.731497900406296,2023,0
2581,0,0,0,0,1,0,25-34,<25k,Some College,West,0,0,0,10.609807260153614,2024,0
2582,1,0,0,0,0,0,45-54,<25k,Bachelors,Midwest,0,0,1,5.789252287750083,2024,0
2583,0,0,0,0,1,0,18-24,>100k,High School,Northeast,0,0,1,13.246990117131801,2024,0
2584,0,0,0,0,1,0,35-44,<25k,Graduate,West,0,1,0,2.99993250537059,2023,0
2585,1,1,0,1,1,0,35-44,50-75k,Bachelors,South,0,0,0,13.147895859803686,2023,1
2586,1,0,0,0,1,0,18-24,<25k,High School,South,0,0,0,13.124868086326343,2023,1
2587,0,1,0,0,0,0,18-24,<25k,High School,South,0,1,0,7.243855557376857,2023,1
2588,1,1,1,1,0,0,45-54,>100k,Graduate,Northeast,0,0,1,3.7152314932336967,2024,0
2589,0,1,0,0,0,0,65+,<25k,Graduate,Northeast,0,0,0,10.585098947226744,2024,0
2590,1,0,0,0,0,0,18-24,50-75k,Some College,South,0,0,1,13.075458452086002,2023,0
2591,1,1,0,0,0,0,35-44,>100k,Some College,Midwest,1,0,1,11.198095977677875,2024,0
2592,1,1,0,0,0,1,35-44,25-50k,Graduate,Northeast,0,0,1,14.610352177235068,2023,1
2593,1,0,1,0,0,1,18-24,75-100k,High School,West,0,0,0,10.061081743063262,2024,1
2594,0,1,0,0,1,0,18-24,>100k,High School,West,1,0,1,14.913036498223416,2024,0
2595,0,0,1,0,0,0,25-34,25-50k,Bachelors,South,0,0,0,4.744713124262071,2024,0
2596,1,0,1,1,0,0,55-64,50-75k,Some College,Northeast,0,0,1,6.702299828026028,2024,0
2597,0,1,1,1,0,0,35-44,>100k,High School,South,0,0,0,7.740964873244443,2023,1
2598,0,0,0,1,1,0,65+,50-75k,Graduate,South,0,0,0,4.044314928075191,2023,0
2599,0,1,0,0,1,1,65+,75-100k,Bachelors,Midwest,0,0,0,14.016126792735896,2024,0
2600,0,1,0,0,1,1,55-64,>100k,Some College,West,0,1,1,14.479785872552656,2023,1
2601,1,0,0,0,0,0,35-44,25-50k,High School,South,0,0,0,12.249841501924074,2024,0
2602,0,0,0,0,0,0,25-34,25-50k,High School,Northeast,0,0,1,11.513254964613965,2023,0
2603,1,1,1,0,0,0,45-54,<25k,Bachelors,Northeast,0,0,0,8.57176072714217,2024,0
2604,0,0,0,0,0,0,35-44,<25k,Bachelors,Midwest,0,0,0,6.866971169530194,2024,0
2605,0,0,1,0,1,1,55-64,75-100k,Some College,Midwest,0,0,1,6.7946124642963195,2023,0
2606,0,0,0,1,0,1,45-54,75-100k,Some College,South,0,0,0,4.570729326632661,2023,0
2607,0,0,0,0,1,1,35-44,75-100k,Graduate,Midwest,0,0,0,4.671880583276588,2023,0
2608,0,0,0,0,0,0,55-64,50-75k,Some College,West,1,0,0,5.068618927009359,2023,0
2609,1,0,0,0,0,1,65+,<25k,Bachelors,Midwest,0,0,0,12.113801492233192,2023,1
2610,0,0,0,0,1,1,18-24,>100k,Some College,South,0,1,0,10.213658679206668,2023,0
2611,1,0,0,0,0,0,65+,<25k,High School,Midwest,0,0,1,3.278118119300668,2023,0
2612,0,0,0,0,1,1,65+,75-100k,Some College,South,0,0,0,11.642466139610269,2024,0
2613,0,0,0,0,1,0,65+,75-100k,Some College,South,0,0,0,5.674801521592878,2023,0
2614,1,1,0,0,0,0,65+,>100k,High School,South,0,0,0,9.490105347919371,2023,0
2615,0,1,0,0,1,0,55-64,<25k,High School,West,0,0,0,11.950327434967097,2024,0
2616,0,0,0,0,1,0,18-24,50-75k,Bachelors,South,0,0,0,5.121658221731865,2024,0
2617,0,1,0,0,1,1,55-64,>100k,Graduate,Midwest,0,0,0,4.886194693748606,2023,0
2618,0,0,1,0,1,0,45-54,>100k,Some College,Northeast,0,0,0,9.081079443128946,2023,0
2619,1,0,0,0,0,0,55-64,50-75k,Graduate,Midwest,0,1,1,9.689779074768456,2023,0
2620,0,0,1,0,0,0,25-34,<25k,Bachelors,Northeast,0,0,0,11.691733270587326,2023,0
2621,1,1,1,0,0,0,18-24,25-50k,Bachelors,Midwest,1,0,0,2.596878350013137,2023,0
2622,1,0,0,1,0,0,45-54,<25k,High School,South,0,0,0,14.995872576589617,2024,0
2623,0,0,1,0,1,0,45-54,>100k,High School,South,0,0,0,6.8112263626399026,2023,0
2624,1,0,0,0,1,0,55-64,75-100k,Some College,Midwest,0,0,1,11.600384730315799,2024,0
2625,0,1,0,0,0,0,55-64,>100k,Graduate,West,0,0,0,5.62242402421421,2024,0
2626,1,0,0,0,0,1,65+,>100k,Bachelors,Northeast,0,0,0,3.441028338870148,2023,0
2627,0,1,0,1,1,0,35-44,<25k,Bachelors,West,0,0,0,3.952293168940395,2023,1
2628,1,0,0,1,0,1,65+,75-100k,High School,West,0,1,0,6.886514174322252,2024,0
2629,0,1,0,0,0,0,45-54,<25k,High School,West,0,0,0,5.444679312286528,2024,0
2630,0,0,1,0,1,1,65+,50-75k,Some College,South,0,0,0,10.335661328987436,2023,1
2631,1,0,0,0,0,1,25-34,25-50k,Graduate,Northeast,0,1,0,12.242216028138529,2024,0
2632,1,1,1,0,0,1,65+,<25k,Some College,South,0,0,0,9.125342090015476,2023,0
2633,0,1,1,0,1,1,55-64,75-100k,Bachelors,Midwest,0,0,0,7.843085844375173,2023,0
2634,0,1,0,1,0,0,55-64,25-50k,Some College,South,0,0,0,6.223793527921641,2023,0
2635,1,0,0,1,1,0,55-64,75-100k,Graduate,West,0,0,1,14.243852733196308,2024,0
2636,1,1,0,0,0,1,18-24,<25k,Graduate,West,1,0,0,4.710235781907148,2023,0
2637,1,1,0,0,0,1,35-44,75-100k,Graduate,Midwest,0,1,0,6.754265948828251,2023,1
2638,1,0,1,1,0,1,18-24,>100k,Bachelors,Northeast,0,0,1,5.486177240951784,2024,0
2639,1,1,0,0,0,1,45-54,<25k,High School,Midwest,0,1,0,13.186378334539711,2024,0
2640,1,0,0,0,1,1,55-64,50-75k,High School,Midwest,0,0,0,2.5199726239408173,2023,0
2641,0,0,0,0,0,0,45-54,50-75k,Bachelors,Northeast,0,0,0,7.0080254707343865,2023,0
2642,0,0,0,0,0,0,25-34,25-50k,High School,Northeast,0,0,0,5.565190073517684,2023,0
2643,1,0,0,0,0,0,65+,50-75k,Bachelors,West,0,0,0,5.924382032442382,2024,0
2644,1,0,0,0,0,0,55-64,75-100k,Bachelors,West,0,0,1,8.931541655583082,2024,0
2645,0,0,0,0,1,0,65+,50-75k,Graduate,Northeast,0,0,0,6.2775864482909025,2023,0
2646,0,0,0,0,0,0,35-44,25-50k,Some College,West,1,0,1,9.35836240798519,2024,0
2647,1,0,0,0,1,0,45-54,>100k,High School,West,0,0,0,7.061299085200875,2023,0
2648,0,1,1,1,1,0,25-34,>100k,High School,West,0,0,0,6.400858652296609,2024,0
2649,0,0,0,0,1,0,35-44,75-100k,Graduate,Northeast,0,0,0,2.972101076646324,2024,0
2650,0,0,0,1,0,0,35-44,75-100k,High School,South,0,1,0,5.445605818620965,2023,0
2651,0,0,0,0,0,0,35-44,50-75k,Bachelors,South,0,0,1,5.666715516375147,2024,0
2652,0,0,1,0,0,1,35-44,75-100k,High School,Midwest,0,1,0,7.719451073173801,2024,0
2653,0,0,0,0,1,0,45-54,>100k,Graduate,West,0,0,0,8.879747420771855,2024,0
2654,0,0,0,1,0,0,65+,<25k,High School,Northeast,1,0,1,14.5253825299557,2023,0
2655,1,0,1,0,0,1,35-44,50-75k,Graduate,Midwest,1,0,0,9.993047868770581,2023,1
2656,0,1,0,0,1,0,18-24,>100k,Bachelors,Midwest,0,0,0,2.9727199878284987,2024,0
2657,1,0,0,1,0,1,25-34,>100k,Bachelors,Northeast,0,0,0,14.360157471728819,2024,0
2658,1,0,0,1,0,0,18-24,50-75k,Graduate,Northeast,0,0,0,8.81393796038834,2024,0
2659,0,0,0,0,0,0,18-24,25-50k,Graduate,West,0,0,0,7.409026490735391,2024,0
2660,1,0,0,0,1,1,35-44,75-100k,Some College,West,0,1,0,10.069312310754292,2024,1
2661,0,0,0,0,0,0,55-64,25-50k,Graduate,Midwest,0,0,0,14.346176476008509,2024,0
2662,1,0,0,0,0,0,18-24,75-100k,Bachelors,Midwest,0,0,0,8.878727197974921,2023,0
2663,0,0,0,0,0,0,25-34,>100k,High School,West,0,0,0,13.960028100245138,2023,0
2664,1,1,0,0,0,0,65+,50-75k,Graduate,West,0,0,0,10.8716739102375,2024,1
2665,1,1,0,1,0,0,18-24,50-75k,High School,Midwest,0,0,0,11.423597668719314,2023,0
2666,0,0,0,1,0,0,55-64,50-75k,Graduate,South,0,1,0,12.130664306621723,2023,0
2667,0,0,0,0,1,0,45-54,25-50k,High School,South,0,0,0,3.0072164346755503,2024,0
2668,1,1,0,1,1,0,35-44,50-75k,High School,South,0,0,0,7.6765474474857465,2024,0
2669,1,1,1,0,0,0,25-34,50-75k,High School,West,0,0,1,14.842614052649614,2024,0
2670,0,1,0,0,1,0,18-24,<25k,Bachelors,Northeast,0,1,0,5.873540784261321,2023,0
2671,1,0,0,0,1,0,55-64,25-50k,Graduate,West,0,1,0,6.826583579714879,2024,0
2672,0,1,0,0,0,0,35-44,50-75k,Bachelors,West,0,0,0,11.428969677199936,2024,0
2673,1,1,0,0,0,0,65+,75-100k,Graduate,West,0,0,0,11.652959467095007,2023,0
2674,0,0,0,1,0,0,35-44,75-100k,High School,West,0,0,1,14.96333121784979,2024,0
2675,1,1,0,1,0,0,35-44,>100k,Some College,Midwest,1,0,0,14.19074077230594,2024,0
2676,0,1,0,0,1,0,18-24,<25k,Some College,Midwest,0,0,0,8.971804326540973,2023,1
2677,0,0,0,0,1,0,45-54,<25k,High School,West,0,0,0,4.731050837578974,2023,0
2678,0,1,1,0,0,0,25-34,25-50k,High School,West,0,1,0,7.198137659855852,2023,0
2679,0,1,0,0,0,0,18-24,75-100k,High School,West,0,1,0,3.3620515185768216,2024,0
2680,0,1,0,0,1,0,45-54,75-100k,Some College,Northeast,0,0,0,14.576385590497642,2023,1
2681,0,1,0,0,0,0,45-54,<25k,Bachelors,West,0,0,0,4.390140939843178,2023,0
2682,1,0,0,1,1,0,18-24,75-100k,High School,South,0,0,1,12.651536943779986,2024,0
2683,0,0,0,1,1,1,25-34,75-100k,Some College,Northeast,0,0,0,14.455576559937613,2023,0
2684,0,0,1,0,0,0,45-54,75-100k,High School,Northeast,0,0,0,14.520661916636168,2024,0
2685,0,1,0,1,0,0,18-24,<25k,Bachelors,Midwest,0,0,1,11.399835789734466,2024,0
2686,0,0,0,0,0,0,65+,>100k,Bachelors,South,0,0,0,8.066401425009218,2023,0
2687,0,0,0,1,1,1,25-34,75-100k,Some College,Midwest,0,0,0,8.749383471118609,2024,0
2688,0,0,0,1,1,0,35-44,50-75k,High School,South,0,0,0,4.497903668982302,2023,1
2689,0,0,0,1,0,0,25-34,>100k,Graduate,West,1,0,0,3.431383499744971,2024,1
2690,0,0,0,0,0,0,25-34,<25k,High School,South,0,0,0,5.316209335947587,2024,0
2691,0,1,0,0,0,0,18-24,25-50k,Graduate,Northeast,0,1,0,14.646995582949648,2024,0
2692,1,0,1,1,0,1,35-44,>100k,High School,Northeast,0,0,0,2.9203020095810084,2024,1
2693,0,1,0,0,0,0,45-54,>100k,Bachelors,West,0,0,0,12.20528422497154,2024,0
2694,0,1,0,1,0,0,65+,75-100k,Bachelors,South,0,0,0,8.783383287741994,2024,0
2695,1,0,0,0,0,0,45-54,25-50k,High School,Midwest,1,0,0,12.149392823286073,2024,0
2696,0,0,1,0,0,0,25-34,75-100k,High School,Northeast,0,0,0,13.677786123751417,2023,0
2697,1,1,0,0,1,0,65+,50-75k,Some College,West,0,0,0,10.561012508858735,2024,1
2698,0,0,0,1,0,1,18-24,<25k,High School,South,0,0,0,11.445682627840377,2024,0
2699,1,0,0,0,0,0,25-34,75-100k,Graduate,Midwest,1,0,0,14.22545587227161,2023,0
2700,1,0,1,0,0,1,65+,>100k,Bachelors,Northeast,0,0,0,13.426039619381088,2024,0
2701,0,1,0,0,1,0,25-34,>100k,Graduate,West,0,0,0,12.08698334894498,2024,0
2702,1,0,1,1,0,0,25-34,50-75k,Bachelors,South,1,1,0,13.531931223436892,2023,0
2703,0,1,1,1,0,0,35-44,75-100k,Some College,Northeast,0,0,1,2.785038463231206,2024,0
2704,0,0,0,0,1,1,65+,50-75k,Some College,Northeast,0,1,1,14.817187551883176,2023,0
2705,1,0,0,0,0,0,35-44,50-75k,Graduate,West,0,1,1,8.642120841743044,2024,0
2706,1,0,0,1,0,0,25-34,75-100k,High School,West,0,0,1,14.059176501512187,2024,0
2707,0,0,1,0,1,0,18-24,>100k,Graduate,West,0,0,0,5.673018178397468,2024,0
2708,0,0,1,0,1,0,25-34,>100k,Graduate,Northeast,0,0,0,11.599029204686158,2024,0
2709,0,0,0,0,0,0,55-64,50-75k,Bachelors,West,0,1,0,5.492400959405241,2024,0
2710,0,0,0,0,1,1,35-44,>100k,High School,West,0,0,0,8.750675338392883,2023,0
2711,1,1,1,0,0,0,25-34,>100k,Some College,Northeast,0,0,0,13.163899909338278,2024,0
2712,0,1,0,1,0,0,55-64,<25k,Some College,Midwest,0,0,0,14.350993894044544,2023,0
2713,0,0,0,0,0,1,45-54,>100k,Some College,Midwest,0,0,0,12.456463546104773,2024,0
2714,0,0,0,0,1,1,35-44,75-100k,Bachelors,West,0,0,0,14.690585614631834,2023,0
2715,0,0,0,0,1,0,18-24,<25k,Graduate,West,0,0,1,2.7309588572764865,2024,0
2716,0,0,0,0,0,0,25-34,75-100k,Bachelors,Midwest,0,0,0,8.819758812802913,2023,0
2717,1,0,0,0,1,1,45-54,75-100k,High School,Northeast,0,0,1,12.476560625728533,2024,1
2718,1,0,1,0,0,0,55-64,<25k,Graduate,Northeast,0,0,1,14.150125754636951,2024,1
2719,1,0,0,0,0,0,65+,>100k,High School,South,0,1,0,11.998837148928367,2024,0
2720,0,0,0,0,0,1,55-64,25-50k,Some College,Northeast,0,1,1,8.480004329552589,2024,0
2721,1,0,0,0,1,0,45-54,25-50k,Graduate,Northeast,0,0,0,9.971779902689718,2023,1
2722,1,1,1,1,0,0,35-44,<25k,Bachelors,South,0,0,1,7.525807249328722,2024,0
2723,1,1,0,0,0,0,35-44,75-100k,High School,West,0,0,0,13.369075696058122,2024,0
2724,0,1,0,0,1,0,65+,50-75k,Graduate,Northeast,0,0,0,3.1689797707711373,2024,1
2725,0,0,0,0,0,1,18-24,25-50k,Some College,Northeast,0,0,1,3.5610318216135215,2024,0
2726,0,1,0,0,0,0,65+,<25k,Graduate,South,0,0,0,9.61454003589431,2024,0
2727,0,0,0,1,0,0,45-54,25-50k,Bachelors,Northeast,1,0,0,13.847963938503753,2024,0
2728,0,1,0,0,0,0,45-54,25-50k,High School,Northeast,0,0,1,14.004972653687911,2024,0
2729,0,1,1,0,0,1,55-64,75-100k,Graduate,Northeast,0,0,1,3.4915047068499883,2023,0
2730,0,0,0,1,1,0,18-24,50-75k,Graduate,West,0,0,0,2.6042412235202073,2023,0
2731,1,0,0,0,1,0,18-24,75-100k,Graduate,Midwest,0,0,0,8.606906106207536,2024,0
2732,0,0,0,1,0,0,25-34,<25k,Graduate,Midwest,0,1,1,6.372558537024965,2024,0
2733,0,0,0,1,1,1,45-54,>100k,Graduate,South,0,1,0,11.451622129560652,2024,0
2734,1,1,0,0,1,1,35-44,<25k,High School,Northeast,0,1,0,7.583774752261282,2023,1
2735,1,1,1,0,1,0,25-34,75-100k,Bachelors,South,0,0,0,11.831165966401777,2024,1
2736,1,0,0,0,0,1,18-24,50-75k,Some College,West,0,1,0,10.50892048029607,2023,0
